,id,transcription,file,len,OCEAN,scenario,seat,speaker,num_discourse
7224,"['TP', 'L02', '046', '0027']",밥을 먹어야 되는데 일단,28,4,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,27
7225,"['TP', 'L04', '048', '0084']",뭘 먹여야 되죠? 최고의 대접,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,84
7226,"['TP', 'L03', '047', '0050']",우리나라 음식,28,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,50
7227,"['TP', 'L01', '045', '0054']",저녁에 좀 괜찮은 걸 먹어야 될 것 같아. ,28,8,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,54
7228,"['TP', 'L04', '048', '0085']",든든하게 먹이고 싶은데,28,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,85
7229,"['TP', 'L03', '047', '0051']",고기? ,28,1,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,51
7230,"['TP', 'L01', '045', '0055']",고기 먹을까요? 고기도 괜찮겠다.,28,4,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,55
7231,"['TP', 'L04', '048', '0086']",홍대에 괜찮은 고깃집이 있나?,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,86
7232,"['TP', 'L03', '047', '0052']",근데 홍대는 워낙 맛집들이 곳곳에 많아서,28,6,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,52
7233,"['TP', 'L04', '048', '0087']",거의 대부분 체인점 위주니까.,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,87
7234,"['TP', 'L01', '045', '0056']",홍대 그 고깃집 괜찮아요. ,28,4,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,56
7235,"['TP', 'L04', '048', '0088']",어디 어디 어디요?,28,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,88
7236,"['TP', 'L01', '045', '0057']",그 8번 출구 쪽에서 뒤로 들어가면 8번 출구와 9번 출구에서 쭉 들어가면 이 중간에 새마을 식당 있고 더 들어가다 보면 항상 줄 서 있는 고깃집 아세요?,28,26,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,57
7237,"['TP', 'L01', '045', '0058']",창 다 열어놓고 맨날하는 고깃집,28,5,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,58
7238,"['TP', 'L02', '046', '0028']",어딘지 알 것 같아요.,28,4,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,28
7239,"['TP', 'L04', '048', '0089']",그런데 아니면은 합정 쪽으로도 가도,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,89
7240,"['TP', 'L01', '045', '0059']",좋죠. 합정이 좋죠 ,28,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,59
7241,"['TP', 'L03', '047', '0053']",맞아요 금방이니까,28,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,53
7242,"['TP', 'L01', '045', '0060']",네 합정 좋죠.,28,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,60
7243,"['TP', 'L03', '047', '0054']",합정에 맛집이,28,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,54
7244,"['TP', 'L04', '048', '0090']",합정이 좀 더. ,28,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,90
7245,"['TP', 'L01', '045', '0061']",근데 합정 쪽에는 뭔가 일식이 너무 많아서 일식이 많아서 뭔가 한국 왔는데 일식 먹이기가,28,14,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,61
7246,"['TP', 'L04', '048', '0091']",아 그렇긴해요.,28,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,91
7247,"['TP', 'L03', '047', '0055']",그럼 일단 저희 시간이 없으니까 메뉴만 정하죠.,28,7,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,55
7248,"['TP', 'L04', '048', '0092']",시간이 없네요.,28,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,92
7249,"['TP', 'L02', '046', '0029']",시간이 없구나 너무 여기에 몰입했어,28,5,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,29
7250,"['TP', 'L04', '048', '0093']",그래서 고깃집을 갑니다. 고기 먹여요. ,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,93
7251,"['TP', 'L01', '045', '0062']",그냥 고기 먹어요.,28,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,62
7252,"['TP', 'L04', '048', '0094']",그리고 그 1시간 9시부터 이제 술집을 가게 됩니다.,28,8,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,94
7253,"['TP', 'L03', '047', '0056']",9시 9시부터 9시까지 먹고,28,4,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,56
7254,"['TP', 'L04', '048', '0095']",다들 아시는 술집 있나요? ,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,95
7255,"['TP', 'L01', '045', '0063']",그냥 소주 마시면 되지 않을까요? ,28,5,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,63
7256,"['TP', 'L03', '047', '0057']",그냥 클럽거리 중에 이제 아무데나 핫한 곳으로  ,28,7,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,57
7257,"['TP', 'L04', '048', '0096']",좀 핫한 핫한 ,28,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,96
7258,"['TP', 'L01', '045', '0064']",1차는 안 핫한 곳으로 갔으면 좋겠어요.,28,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,64
7259,"['TP', 'L04', '048', '0097']",좀 조용한데 ,28,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,97
7260,"['TP', 'L01', '045', '0065']",1차는 뭔가 조용한 그냥 둘만의 시간을 소주를 마시면서 보내다가 어차피 2차를 갈 거니까,28,13,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,65
7261,"['TP', 'L04', '048', '0098']",그러면 10시까지  ,28,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,98
7262,"['TP', 'L03', '047', '0058']",9시 부터 10시까지 ,28,3,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,58
7263,"['TP', 'L04', '048', '0099']",잔잔한 잔잔 스트로 가다가,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,99
7264,"['TP', 'L03', '047', '0059']",잔잔 술집 이자카야 이런데,28,4,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,59
7265,"['TP', 'L04', '048', '0100']",그리고 이제 10시부터 11시까지는 약간 꼼보이요 이런 느낌으로 좀 약간 좀 신나게 놀다가 그다음에 이제,28,15,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,100
7266,"['TP', 'L03', '047', '0061']",좋은데요 ,28,1,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,61
7267,"['TP', 'L02', '046', '0031']",너무 디테일 한거 아니에요,28,4,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,31
7268,"['TP', 'L01', '045', '0067']",헌팅을 하러 헌팅,28,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,67
7269,"['TP', 'L03', '047', '0062']",11시 이제 헌팅포차 라고 쓸게요 그냥 ,28,6,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,62
7270,"['TP', 'L04', '048', '0101']",꼼보 헌팅포차 아니에요 여러분 ,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,101
7271,"['TP', 'L01', '045', '0068']",세미 헌포죠 세미 헌포 ,28,4,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,68
7272,"['TP', 'L04', '048', '0102']",12시부터 이제 여기저기 클럽을 돌아다닙니다.,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,102
7273,"['TP', 'L04', '048', '0103']",퍼플이나 전블이나 이런 데 들어갑니다 ,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,103
7274,"['TP', 'L03', '047', '0063']",4시까지 4시까지 놀까요?,28,3,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,63
7275,"['TP', 'L04', '048', '0104']",다음 날 돌아다닐 수 있겠어요?,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,104
7276,"['TP', 'L02', '046', '0032']",4시요?,28,1,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,32
7277,"['TP', 'L03', '047', '0064']",할증 풀리면 바로 가죠.,28,4,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,64
7278,"['TP', 'L04', '048', '0105']",그래요 4시까지 놉니다.,28,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,105
7279,"['TP', 'L02', '046', '0033']",너무 디테일해,28,2,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,33
7280,"['TP', 'L01', '045', '0069']",오케이 그러면 클럽 다돌아야겠네요.,28,4,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,69
7281,"['TP', 'L04', '048', '0106']",4시 할증 풀리고 택시 타서 숙소 명동 도착 ,28,8,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,106
7282,"['TP', 'L01', '045', '0070']",그러면 씻고 뭐 하면 5시에 잔다고 치면,28,7,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,70
7283,"['TP', 'L04', '048', '0107']",그러면 한 5시,28,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,107
7284,"['TP', 'L04', '048', '0108']",그럼 한 10시에 일어나죠. ,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,108
7285,"['TP', 'L01', '045', '0071']",네 좋습니다. ,28,2,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,71
7286,"['TP', 'L03', '047', '0065']",5시부터 10시 취침 ,28,3,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,65
7287,"['TP', 'L04', '048', '0109']",너무 타이트 한가요? 11시로 할까요?,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,109
7288,"['TP', 'L01', '045', '0072']",1박 2일이면 잠 많이 안 자는 게 좋을 것 같아요.,28,10,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,72
7289,"['TP', 'L04', '048', '0110']",그렇죠 그렇죠,28,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,110
7290,"['TP', 'L03', '047', '0066']",최고여야 하니까.,28,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,66
7291,"['TP', 'L04', '048', '0111']",그럼 10시부터 아침에 그 명동 해장을 해야 되니까 명동 교자 칼국수,28,11,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,111
7292,"['TP', 'L01', '045', '0073']",아~,28,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,73
7293,"['TP', 'L03', '047', '0067']",몇 시부터 몇 시요?,28,4,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,67
7294,"['TP', 'L04', '048', '0112']",10시에 일어났으니까 11시에 나오지 않을까? ,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,112
7295,"['TP', 'L03', '047', '0068']",그렇12시 11시,28,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,68
7296,"['TP', 'L04', '048', '0113']",대부분 11시에서 12시 체크아웃이니까,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,113
7297,"['TP', 'L03', '047', '0069']",그러면 12시 까지 명동 교자 먹고,28,6,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,69
7298,"['TP', 'L04', '048', '0114']",먹고 이제 쇼핑을 합니다.,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,114
7299,"['TP', 'L03', '047', '0070']",쇼핑 쇼핑 한 2시간 정도 2시간 쇼핑하고 그리고 어디 갈까요? ,28,10,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,70
7300,"['TP', 'L04', '048', '0115']",그리고 마지막으로 뭘 간단하게 먹여야 되지 않을까요 그래도 한 내일 2시간 전에는 공항 ,28,13,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,115
7301,"['TP', 'L03', '047', '0071']",쇼핑하면서 잔잔바리 먹지 않을까요? 명동이니까,28,5,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,71
7302,"['TP', 'L01', '045', '0074']",그렇죠 길거리 음식 같은 거 먹고 ,28,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,74
7303,"['TP', 'L04', '048', '0116']",중간중간에 2시간이면 모자라지 않나요? 아닌가요?,28,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,116
7304,"['TP', 'L01', '045', '0075']",3시간 3시간?,28,2,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,75
7305,"['TP', 'L03', '047', '0072']",3시간 ,28,1,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,72
7306,"['TP', 'L04', '048', '0117']",3시간 ,28,1,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,117
7307,"['TP', 'L02', '046', '0035']",언제 보낼 거예요? 몇 시 비행기?,28,6,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,35
7308,"['TP', 'L04', '048', '0118']",그럼 이제 4시가 됐죠.,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,118
7309,"['TP', 'L04', '048', '0119']",4시가 됐으니까 이제 보내야죠. ,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,119
7310,"['TP', 'L04', '048', '0120']",인천공항으로 출발합니다.,28,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,120
7311,"['TP', 'L01', '045', '0076']",오케이,28,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,76
7312,"['TP', 'L04', '048', '0121']",2시간 전에는 보내야 ,28,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,121
7313,"['TP', 'L03', '047', '0073']",그냥 쇼핑하고 바로 보내죠 어제 무리했으니까,28,6,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,73
7314,"['TP', 'L01', '045', '0077']",아 좋아요 좋아요.,28,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,77
7315,"['TP', 'L04', '048', '0122']",4시에 이제 인천공항으로 해가지고 명동에서 그러면 주말이고 하니까 막히겠죠.,28,9,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,122
7316,"['TP', 'L04', '048', '0123']",6시 그리고 그럼 8시 비행기로 해가지고 보냅니다.,28,7,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,123
7317,"['TP', 'L01', '045', '0078']",끝,28,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,78
7318,"['TP', 'L04', '048', '0124']",잘가,28,1,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,124
7319,"['TP', 'L03', '047', '0074']",자 이제 빨리 발표자를 정할까요? ,28,5,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,74
7320,"['TP', 'L01', '045', '0079']",브리핑 누가 하실래요?,28,3,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,79
7321,"['TP', 'L01', '045', '0080']",추천합니다.,28,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,80
7322,"['TP', 'L02', '046', '0036']",저도 추천 드립니다.,28,3,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,36
7323,"['TP', 'L04', '048', '0125']",네 제가 하겠습니다.,28,3,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,125
7324,"['TP', 'L04', '048', '0126']",이거 1분 만에 얘기할 수 있나요? ,28,6,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,126
7325,"['TP', 'L03', '047', '0076']",지금부터 시작하는 거 어떤가요?,28,4,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,76
7326,"['TP', 'L02', '046', '0037']",이게 너무 디테일해서 실제로 써도 될 것 같아요.,28,8,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,37
7327,"['TP', 'L01', '045', '0081']",그러니까요,28,1,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",TP,L01,45,81
7328,"['TP', 'L04', '048', '0127']",지금부터 시작하겠습니다. ,28,2,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,127
7329,"['TP', 'L04', '048', '0128']",저희의 스케줄은 10시쯤에 픽업을 해서 인천공항에서 이제 청계천 동대문 공영주차장에 주차를 합니다.,28,12,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,128
7330,"['TP', 'L04', '048', '0129']",1시간 반 정도 걸리고요. ,28,4,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,129
7331,"['TP', 'L04', '048', '0130']",12시에 이제 동대문에 있는 김옥화 원조 닭 한 마리 집에 가서 1시까지 밥을 먹고요.,28,14,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,130
7332,"['TP', 'L04', '048', '0131']",20분 정도 가가지고 이제 안국역 가서 한복을 빌립니다.,28,8,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,131
7333,"['TP', 'L04', '048', '0132']",그래서 2시부터 4시까지 경복궁이랑 광화문을 돌아요. 한복 입고 ,28,8,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,132
7334,"['TP', 'L04', '048', '0133']",그다음에 4시부터 카페 한옥 카페를 갈 거예요.,28,7,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,133
7335,"['TP', 'L04', '048', '0134']",그리고 4시부터 이제 5시까지 좀 수다를 떨고 5시 반에 숙소로 도착합니다.,28,11,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,134
7336,"['TP', 'L04', '048', '0135']",그리고 좀 쉬면서 짐 풀고 좀 꾸민 다음에 명동에서 홍대까지 버스를 타고 가서 7시 반부터 이제 홍대에 도착해서 고깃집에서 고기를 먹여요.,28,21,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,135
7337,"['TP', 'L04', '048', '0136']",그다음에 9시부터 술집 가서 잔잔스트로 술 마시면서 얘기하고 10시까지 떠든 다음에 11시부터 꼼보에서 시끌벅적하게 논 다음에 12시부터 4시까지 클럽에 놀아요.,28,20,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,136
7338,"['TP', 'L04', '048', '0137']",그리고 첫차 타고 이제 할증 풀리고 들어와서 5시에 이제 씻고 잠들어서 10시에 기상을 합니다.,28,14,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,137
7339,"['TP', 'L04', '048', '0138']",그리고 짐 싸서 체크아웃 해가지고 해장을 하러 명동교자 칼국수로 가고요.,28,10,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,138
7340,"['TP', 'L04', '048', '0139']",그다음에 한 3시간 정도 쇼핑을 해요. 명동 그러면서 간식거리도 먹고 4시에 인천공항으로 출발합니다.,28,13,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,139
7341,"['TP', 'L04', '048', '0140']",그래서 6시 정도 차 막히는 걸 예상해서 출발해서 8시 비행기로 보냅니다.,28,11,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,140
7342,"['TP', 'L04', '048', '0141']",감사합니다.,28,1,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",TP,L04,48,141
7343,"['TP', 'L03', '047', '0077']",최고의 일정이다.,28,2,"[0.6041666666666666, 0.875, 0.8333333333333333, 0.5, 0.625]",TP,L03,47,77
7344,"['TP', 'L02', '046', '0038']",최고의 하루다 진짜,28,3,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",TP,L02,46,38
7345,"['GS', 'L01', '045', '0001']",다 끝나신 거죠 팀 순위를 얘기해 볼까요?,29,7,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,1
7346,"['GS', 'L04', '048', '0001']",그러면 이렇게 번호대로 돌아가면서 자신의 순위가 어떤지를 한명씩 말하는것,29,9,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,1
7347,"['GS', 'L01', '045', '0002']",처음부터 끝까지 순위를 다 얘기할까요? 아니면 1순위부터 돌아가면서 얘기할까요?,29,9,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,2
7348,"['GS', 'L04', '048', '0002']",처음부터 끝까지 그냥 읊는식으로 그냥 얘기하는 게 나을 것 같다는 생각이 듭니다. 어떻게 생각하세요?,29,14,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,2
7349,"['GS', 'L01', '045', '0003']",그렇게 할까요? 다 기억하실 수 있으신가요? ,29,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,3
7350,"['GS', 'L04', '048', '0003']",네 네 표시를 해두면 되니까,29,5,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,3
7351,"['GS', 'L01', '045', '0004']",저는 우선 처음부터 말씀드릴게요.,29,4,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,4
7352,"['GS', 'L01', '045', '0005']",나영석 PD님은 9등이고요. 김유정 배우님 맞죠? 저는 배우님으로 생각하고 있는데 그렇죠 ,29,11,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,5
7353,"['GS', 'L04', '048', '0004']",혹시 그 1순위 2순위 대로 그 순서대로 말씀해줄수있나요?,29,8,"[0.7291666666666666, 0.75, 0.8541666666666667, 0.5208333333333334, 0.47916666666666663]",GS,L04,48,4
7354,"['GS', 'L01', '045', '0006']",그 순서대로 얘기할까요? 네 그렇게 할게요.,29,6,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,6
7355,"['GS', 'L01', '045', '0007']",저는 아이유 1순위고요. 박나래 오은영 박사님 그다음에 보아 이수근 노라조 조수미 한혜진 나영석 박세리 홍석천 펭수 설민석 이종석 김유정 이렇게입니다,29,20,"[0.9166666666666667, 0.625, 0.7916666666666667, 0.39583333333333337, 0.25]",GS,L01,45,7
7356,"['GS', 'L02', '046', '0001']",저 말씀 드릴까요? 저도 1위는 아이유고요. 2위는 오은영 3위는 나영석 그리고 4위는 박세리 5위는 박나래 6위는이종석 7위는 보아 8위는 설민석 9위는 김유정 10위는 한혜진 11위는 펭수 12위는 노라조 13위는 홍석천 14위는 이수근 15위가 조수미 ,29,34,"[0.7708333333333333, 0.5833333333333334, 0.6666666666666666, 0.6041666666666666, 0.5208333333333334]",GS,L02,46,1
