OCEAN,instruction,transcription
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",막걸리 맥주보다 막걸리로
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",막걸리 막걸리도 하고
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어 쏘맥존
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 쏘맥존
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",쏘맥존?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",쏘맥 맥 막걸리 존
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러니까 술 주류를 파는걸 말하는 통틀어서 주류
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 만약에 존이 우리가 말할때 술을 파는 공간인데 이름을 그냥 쏘맥존 이러면 어떨까요? 쏘맥존
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 그죠 그렇게 해도 되죠 쏘맥존으로
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",뭐 상관 이름은 짓기 나름이니까
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",거의 처음 시도하는거 같은데
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",시간대는 오후가 14시부터 16시까지가 제일 피크인거 같네요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그죠 네 그래서 먹거리가 좀 더 많은 곳
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 기념품 가게
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 보니까 15세까지와 16 에서 20세까지가 그래도 그래도 한 4분의 1을 차지하니까 오락실
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 오락실?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오락실 아 오락실도 괜찮네요
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어 그러네? 그 오락 같은거 할만한게 장소가 지금 딱히 없기 하네요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",텐트 쉼터 있잖아요. 쉼터 아니면 플리 마켓 옆에다 해놔도 되고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",더 뭐 나올 게 있을까요?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",커피 메가커피 제가 메가커피를 좋아하거든요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",음료에서 팔지 않을까
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",버블티 이런 중에서도 팔거 같긴 한데
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 분실물 센터
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",분실물 센터? 그런거 괜찮다 분실물센터 인포메이션 같은
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",인포메이션 고객상담센터
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",인포메이션 같은
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",꼭 필요한게
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",정해볼까요?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럴까요? 이제
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",우선은 뭐 아까전에 주류 좋았었고
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",1번이 포토존 저는 아마 포토존이 제일 많을 것 같아요.
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",하나 둘 셋 넷 근데 네개만 설치가 가능한거죠? 저희가 말한것중 네개만 네개를 선정해서 해야 하는건데
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 저 먼저 얘기하자면 탕후루 그다음이 이 포토존 그리고 제가 써놓고 제가 글씨를 모르겠네 너무너무 악필이라서
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류 쏘맥존
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.","네 쏘맥존, 이제 기념품, 네개 네개 까지죠?"
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 네개를 지금 저희가 정하면 좋을거 같은데
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 네개 저는 이렇게 찍었어요 분실물센터는 사실상 그냥 옵션이라서
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저는 이제 다치면 치료할 수 있는 그런 곳 하나랑 분신물 센터 같은 곳 그다음에 오락실 그다음에 주류 파는 그런 곳 이렇게 4개를 생각을 해봤어요.
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",뭐 어떤거?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그 저도 의견이 똑같은데 일단 가장 필요하다고 생각이 되는 그러니까 전 연령층 다 아우를 수 있게 인포메이션이랑 응급시설은 무조건 필요할 것 같아서 두개는 들어갔으면 했고 그리고 나머지 주류 왜냐면 연령대가 20대 이상이 많으니까 주류 쪽이 있으면 좋을 거 같고 그리고 오락 시설 있으면 좋을 거 같다고 생각했습니다
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류는 공통된 의견이에요. 주류는 픽스
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 픽스 쏘맥존
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 이제 3개를 정하면 되는데
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",형님은 뭐 어떤거 하셨 어떤거요?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",응급실 괜찮은거 같아요 응급실
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",응급실? 응급실도 많이 겹치네요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어쨌든 사람이 많이 올 테고 부상 당할 수도 있으니까 응급실 픽스? 주류랑 응급실 픽스
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",응급실 네 픽스
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이것도 픽스?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류랑 응급실 픽스
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 주류
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",포토존 기념품 탕후루 쏘맥 아 주류는 뭐 끝났고
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",포토 기념 탕후루 또는 인포메이션
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",주류 주류 응급실 탕후루 인포
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 인포가 또 겹치는거겠죠?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",인포도 일단은 인포도 많이 겹치니까 인포도 픽스로 해둘까요?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 3개가 겹치네요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",겹치네요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 이 축제 담당자 전용 건물이라는거는 이분들만 쓸 수 있는?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",애매하네요 뭔가 표현이
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이거 그냥 허물고 다른거 짓죠 허물어 버리죠
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",응급실이나 인포를 여기에 그냥 넣어버려도 상관은 없는데 그렇게 되면 건물이 너무 복잡해지고 이분들이 좀 불편해하실 것 같으니까
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",하나로 해서
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이게 전용 건물이라 뭐 다 같이 쓸 수 있는 개념이 아닌거 같긴 해요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",응급실이랑 따로 빼고 인포메이션도 따로 빼고 인포픽스 주류 응급 인포 3개 픽스
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",업무도 볼 수 있는 시설인거 같아요 예예예 공무원들
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 하나 더 하면 되는데
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",하나가
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",제일 핫한 탕후루
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",지금 저희 다 겹친게 하나씩 나온게 포토존이랑 탕후루 기념품 오락실 이거거든요?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루에 꽂혔어
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕 탕 탕후루
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루? 탕후루 요즘 제일 핫하긴 해서 그죠 먹거리라는 그게 1등이어가지고
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러니까요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.","사실 오락실은, 하나 하나씩 빼봅시다"
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",왜냐하면 먹으려고 오는 거니까
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이 오락실은 사실 여기가 들어오면 그냥 재밌어요.
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그죠 분위기라는게 또 있으니까
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",빼요 네
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",빼도 될까요?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",오락실 빼고
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 포토 기념 탕후루
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",포토도 들어가면 재밌어요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",포토도
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",포토도 들어가면 그냥 다 스팟이에요 포토 나가리
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그죠 다 스팟이니까 포토도 빼고
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",기념이랑 탕후루인데
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",기념 여기서 뭐 어떤걸 기념품을 팔 수 있을까요?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그죠 네 포함될 수도 있어서
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어 여기 플리마켓 있네? 어 저기 기념품 있네?
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 중복된다?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 그죠 빼고 탕후루
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 탕후루? 탕후루 오케이
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루? 탕후루 좋아요 왜냐하면 여기
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",축하드려요 탕후루이셨는데
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니아니아니 이제야 좋으시다고
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",대체 식품이 솜사탕인데 이제 안먹지
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",에이 잽이 안되지 이거는 이제 가치가 다른거야 이거는
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이거는 이거 안 됐으면 저 삐질 뻔했어요.
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",못 따라오죠
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이제 위치를 정하면 될 거 같은데
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그럼 탕후루부터 정합시다.
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",탕후루 북쪽 출입구라는 게 제일 좋지 않을까요?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.","북쪽 북쪽보면 사람들 가장 많이 드나, 오케이, 북쪽 탕후루 별"
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다 먹거리 예
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",천천히해도 좋을 거 같아요
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",여기는 튀김 이쪽 주류
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어린이 놀이터 있는 근처에
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",는 주류를 놓지 말고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",놓지 말고 응급실 이런 거 너무 좋을 거 같아요 치료 받을 수 있는 응급실 좋네 좋아요.
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아 좋네 아 좋아요 붕어빵 위에
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",음 바로바로 할 수 있게
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 맞아요 붕어빵 위에
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그리고 이제 지역 특산물 쪽에서는 주류 이쪽에는 이제
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",특산물 쪽에 주류
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저도 거기에 한표
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러네 왜냐하면 남쪽에 학생들이 많이 드나드는 곳이라고 해서 속여서 먹을 수가 없어 주류는 또 저기 튀김이랑 분식집 사이에 주류
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",네 맞아요 아 그죠 그죠
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",적절한데 넣었고 이제 이거에 대해서 얘기를 하면
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",인포 맨 아래 다 두면 되겠네요?
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",인포는 이제 학생들이 많이 미숙하기 때문에 궁금증이 많아요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",뭘 잊어버릴수도 있으니까 그죠
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다 이렇게 의미부여를 하면 돼요
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",근데 되게 다 적절한 데 넣은 것 같아요. 너무 약간 자기 합리화를 하는건가요?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",이런 거를 사면서 언제 또 해보겠어요? 약간 거의 뭐 우리 건물 짓는 게임이 뭐죠? 브루마블 그거 같은데
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",마인크래프트 같은
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",마인 마인
O: 0.7708 C: 0.625 E: 0.5 A: 0.7708 N: 0.1667,"주어진 대화를 보고, 성격 5요인을 예측하세요.",아니면 이거 그 탕후루랑 인포 위치를 바꾸는건 어때요? 먹을 것도 탕후루 제외하고 많고 그럼 딴게 또 안 먹을 수도 있어서 그래서 그리고 또 제일 많이 드나들거든요 북쪽이 그래서 오면은 바로 정보 같은거 알 수 있게끔 인포가 거기 있으면 네네네 그리고 남쪽에 학생들이 많이 지나간다고 해서 뭔가 탕후루 수요층이 그렇지 않을까 싶기도 하고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",너무 겹쳐서요?
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",음 사람들이 많이 오니까
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",어 그러네? 팜플렛 이런거 가져갈수도 있는거고
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",다 당뇨와요
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",남쪽에 인포를 놓으면 거기에 줄이 장난이 아닐텐데
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그렇죠 가뜩이나 먹거리가 많아서 밀릴수도 있는데요 그죠?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그냥 팩트네 팩트
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",그러면 이 축제 이름은 뭘로 할까요?
O: 0.7708 C: 0.2917 E: 0.8125 A: 0.2917 N: 0.75,"주어진 대화를 보고, 성격 5요인을 예측하세요.",축제 이름은 이제 축제 and 탕후루 축제 and 탕후루
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",저희에게는 시간이 많이 남았습니다
O: 0.8125 C: 0.75 E: 0.6042 A: 0.7083 N: 0.3125,"주어진 대화를 보고, 성격 5요인을 예측하세요.",(LAUGH)
O: 0.4792 C: 0.5625 E: 0.4167 A: 0.625 N: 0.3958,"주어진 대화를 보고, 성격 5요인을 예측하세요.",축제 and 탕후루? 탕후루가 메인이네요?
